code,title,title_tokenized,description,description_tokenized,title_en,description_en,kw,kw_en
01289,การปลูกพืชอื่น ๆ ประเภทเครื่องเทศ เครื่องหอม ยารักษาโรคและพืชทาง เภสัชภัณฑ์ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|ปลูก|พืช|อื่น| |ๆ| |ประเภท|เครื่องเทศ| |เครื่องหอม| |ยารักษาโรค|และ|พืช|ทาง| |เภสัช|ภัณฑ์|ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การปลูกพืชล้มลุกและพืชยืนต้นที่ใช้เป็นเครื่องเทศ เครื่องหอมและยารักษาโรค การปลูกลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน การปลูกผักชียี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก อบเชย กานพลู การปลูกวานิลา มัสตาร์ด หญ้าฝรั่น ฮอฟ มินท์การปลูกขิง ข่า ตะไคร้ขมิ้น การปลูกมะขามแขก ฟ้าทะลายโจรเหงือกปลาหมอ และการปลูกพืชที่ใช้เป็นเครื่องเทศ เครื่องหอมและยารักษาโรค การปลูกพืชเสพติด ยกเว้น ยาสูบ เช่น กัญชา ฝิ่น กระท่อม การปลูกพืช ที่ใช้ในการผลิตน้ำหอม ใช้ในทางเภสัชภัณฑ์หรือใช้ในการป้องกันแมลงและ กำจัดเชื้อราหรือวัตถุประสงค์ที่คล้ายกัน แต่ไม่รวมถึง การปลูกยาสูบ ดูกิจกรรม 01150,การ|ปลูก|พืชล้มลุก|และ|พืช|ยืนต้น|ที่|ใช้|เป็น|เครื่องเทศ| |เครื่องหอม|และ|ยารักษาโรค| |การ|ปลูก|ลูก|จันทน์เทศ| |ดอก|จันทน์เทศ|และ|กระวาน| |การ|ปลูก|ผักชี|ยี่หร่า| |โป๊|ย|กั๊ก| |เทียนข้าวเปลือก| |อบเชย| |กานพลู| |การ|ปลูก|วานิลา| |มัสตาร์ด| |หญ้าฝรั่น| |ฮอฟ| |มินท์|การ|ปลูก|ขิง| |ข่า| |ตะไคร้|ขมิ้น| |การ|ปลูก|มะขามแขก| |ฟ้า|ทะลาย|โจร|เหงือกปลาหมอ| |และ|การ|ปลูก|พืช|ที่|ใช้|เป็น|เครื่องเทศ| |เครื่องหอม|และ|ยารักษาโรค| |การ|ปลูก|พืช|เสพติด| |ยกเว้น| |ยาสูบ| |เช่น| |กัญชา| |ฝิ่น| |กระท่อม| |การ|ปลูก|พืช| |ที่|ใช้|ใน|การผลิต|น้ำหอม| |ใช้|ใน|ทาง|เภสัช|ภัณฑ์|หรือ|ใช้|ใน|การป้องกัน|แมลง|และ| |กำจัด|เชื้อรา|หรือ|วัตถุประสงค์|ที่|คล้าย|กัน| |แต่|ไม่|รวมถึง| |การ|ปลูก|ยาสูบ| |ดู|กิจกรรม| |01150,growing of other kinds of spices aromatic drug and pharmaceutical crops not elsewhere classified,"growing of non-perennial herbs and rose as spice and rose as spice and rose as a rose of nutmeg , nutmeg , garga , canopus , capac , capac , ewing , the growing of the women , the pac , the growing of the grass , the hanging of the grass , the hanging of the grass , the hanging of the herbs , the opium and the pipe , the cultivation of the weed , the cultivation of the medicine of the medicine , the cultivation of the medicine , the cultivation of the medicine , the cultivation of the medicine of the medicine , the medicine , the medicine , the medicine , the medicine , the medicine , the medicine , the medicines , the methods of the medicines , the medicines , and the methods of the medicines , the medicines , and the methods of the medicines , the methods of the medicines , and the medicines , and the methods of which are not to control .",ปลูกพืช|ยารักษาโรค|ใช้เป็นเครื่องเทศ|ปลูกยาสูบ|พืชยืนต้น|วัตถุประสงค์|กระวาน|ปลูกผักชียี่หร่า|โป๊กั๊ก|เทียนข้าวเปลือก|อบเชย|กานพลู|ปลูกวานิลา|มัสตาร์ด|หญ้าฝรั่น|ฮอฟ|มินท์|ปลูกขิง|ข่า|ตะไคร้ขมิ้น|ปลูกมะขามแขก|ยาสูบ|กัญชา|การป้องกันแมลง|กำจัดเชื้อรา,"grow a plant|a cure for disease|use sth as a spice|grow tobacco|a perennial plant|a purpose .|cardamom .|plant fennel weeds|porn .|aniki campana|cinnamon .|cloves|grow vanilla|mustard seed|a year later , a year later , a year later , a year later , came to the temple .|- hoffman .|mint !|grow ginger|the news ...|lemon meringerate .|grow a guest white|tobacco .|marijuana .|insect protection|get rid of the mold"
01291,การปลูกต้นยางพารา,การ|ปลูก|ต้น|ยางพารา,การปลูกต้นยางพารา เพื่อการกรีดน้ำยางและการแปรรูปน้ำยางดิบ แต่ไม่รวมถึง การเก็บหาน้ำยางไม้หรือยางไม้ที่คล้ายน้ำยางพาราที่อยู่ในป่า ดูกิจกรรม 02300,การ|ปลูก|ต้น|ยางพารา| |เพื่อ|การ|กรีด|น้ำยาง|และ|การ|แปรรูป|น้ำยาง|ดิบ| |แต่|ไม่|รวมถึง| |การ|เก็บ|หา|น้ำ|ยางไม้|หรือ|ยางไม้|ที่|คล้าย|น้ำ|ยางพารา|ที่อยู่|ใน|ป่า| |ดู|กิจกรรม| |02300,rubber plantation cultivation,growing of rubber trees for cutting through rubber and processing of raw rubber and not including the collecting of tree sap or rubber-like gums found in the forest activities of mukhlook etc,ยางไม้|กรีดน้ำยาง|ป่า|แปรรูปน้ำยางดิบ|ที่อยู่,the tree sap ...|cut through the latex|the forest .|the processing of raw rubber|an address .
01292,การปลูกพืชที่ใช้ในการถักสาน,การ|ปลูก|พืช|ที่|ใช้|ใน|การ|ถัก|สาน,การปลูกไผ่ หวาย อ้อ กก และพืชที่ใช้ในการถักสานอื่น ๆ แต่ไม่รวมถึง การเก็บหาไผ่ หวาย อ้อ กก และพืชที่ใช้ในการถักสานอื่น ๆ ที่ขึ้นในป่าหรือ ที่เกิดขึ้นในธรรมชาติดูกิจกรรม 02300,การ|ปลูก|ไผ่| |หวาย| |อ้อ| |กก| |และ|พืช|ที่|ใช้|ใน|การ|ถัก|สาน|อื่น| |ๆ| |แต่|ไม่|รวมถึง| |การ|เก็บ|หา|ไผ่| |หวาย| |อ้อ| |กก| |และ|พืช|ที่|ใช้|ใน|การ|ถัก|สาน|อื่น| |ๆ| |ที่|ขึ้น|ใน|ป่า|หรือ| |ที่|เกิดขึ้น|ใน|ธรรมชาติ|ดู|กิจกรรม| |02300,weaving of plants,growing of bamboo rattan reeds and other knitting plants but not including bamboo and rattan reeds and other types of crockery in the forest or in nature watch stuye stuxnet,หวาย|ถักสาน|เกิดขึ้น,wicker !|knit a weave|come into existence
01299,การปลูกพืชยืนต้นประเภทอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|ปลูก|พืช|ยืนต้น|ประเภท|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การปลูกต้นไม้เพื่อนำมาแยกน้ำยางไม้ เช่น การปลูกต้นเมเปิล การปลูกต้นสน และต้นสนที่ใช้ประดับในงานคริสต์มาส และการปลูกพืชยืนต้นประเภทอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|ปลูก|ต้นไม้|เพื่อ|นำมา|แยก|น้ำ|ยางไม้| |เช่น| |การ|ปลูก|ต้น|เมเปิล| |การ|ปลูก|ต้นสน| |และ|ต้นสน|ที่|ใช้|ประดับ|ใน|งาน|คริสต์มาส| |และ|การ|ปลูก|พืช|ยืนต้น|ประเภท|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,growing of other perennial crops not elsewhere classified,growing of tree roots of sap such as growing of maple trees growing of pine trees and pine trees in the christmas season and growing of other perennial crops not elsewhere classified,นำมาแยกน้ำ|จัดประเภทไว้|ยางไม้|ปลูกพืชยืนต้นประเภท|ปลูกต้นเมเปิล|ปลูกต้นสน|ต้นสน|ใช้ประดับ|งานคริสต์มาส,bring water separately|sort out|the tree sap ...|grow two kinds of perennial crops|plant a maple|grow a pine tree|pine tree|be decorated with|the christmas party .
01301,การทำสวนไม้ประดับ,การ|ทำสวน|ไม้ประดับ,การปลูกไม้ประดับภายใต้โรงเรือนหรือกลางแจ้ง รวมถึงการย้ายปลูกหญ้า,การ|ปลูก|ไม้ประดับ|ภายใต้|โรงเรือน|หรือ|กลางแจ้ง| |รวมถึง|การ|ย้าย|ปลูก|หญ้า,gardening of plants,growing of rubber plants under house or outdoors including the removal of grass,กลางแจ้ง,in the open air
01302,การปลูกพืช การเพาะพันธุ์และการขยายพันธุ์พืชอื่น ๆ,การ|ปลูก|พืช| |การ|เพาะพันธุ์|และ|การ|ขยาย|พันธุ์พืช|อื่น| |ๆ,การเพาะและขยายพันธุ์พืช เช่น การตัดกิ่งชำ การแยกหน่อ การเพาะเมล็ด สำหรับการขยายพันธุ์พืชโดยตรง การตอนหรือการขยายกิ่งของพืชที่เลือกไว้ เพื่อนำไปขยายพันธุ์ต่อไป นอกจากนั้นยังรวมถึงการปลูกพืชใช้ขยายพันธุ์ การปลูกต้นไม้ที่มีหัว หัวใต้ดินและราก การตัดกิ่งชำและการตอนเพื่อนำไป ขยายพันธุ์ รวมทั้งการเพาะเชื้อเห็ดชนิดต่าง ๆและการดำเนินงานเกี่ยวกับ การเพาะชำกล้าไม้ยกเว้น การเพาะชำกล้าไม้ป่า,การ|เพาะ|และ|ขยาย|พันธุ์พืช| |เช่น| |การ|ตัด|กิ่ง|ชำ| |การ|แยก|หน่อ| |การ|เพาะ|เมล็ด| |สำหรับ|การ|ขยาย|พันธุ์พืช|โดยตรง| |การตอน|หรือ|การ|ขยาย|กิ่ง|ของ|พืช|ที่|เลือก|ไว้| |เพื่อ|นำ|ไป|ขยายพันธุ์|ต่อไป| |นอกจากนั้น|ยัง|รวมถึง|การ|ปลูก|พืช|ใช้|ขยายพันธุ์| |การ|ปลูก|ต้นไม้|ที่|มีหัว| |หัว|ใต้ดิน|และ|ราก| |การ|ตัด|กิ่ง|ชำ|และ|การตอน|เพื่อ|นำ|ไป| |ขยายพันธุ์| |รวมทั้ง|การ|เพาะเชื้อ|เห็ด|ชนิด|ต่าง ๆ|และ|การ|ดำเนินงาน|เกี่ยวกับ| |การ|เพาะชำ|กล้าไม้|ยกเว้น| |การ|เพาะชำ|กล้าไม้|ป่า,"growing of plants , breeding and propagation","planting and growing of plants such as cuttings , cuttings , cultivation of seeds for direct propagation or for further growth of the selected plants as well as planting , planting , planting , planting , planting , raising of plants on the ground , planting , planting and trimming and rearing of plants as well as other types of culture and cultivation of vegetables and cultivation of tree products except forest branches",ขยายพันธุ์|ตัดกิ่งชำ|การตอน|เพาะชำกล้าไม้ยกเว้น|ขยายพันธุ์พืช,"breeding ?|cut out one &apos; s branches|a gesture of|tree nurseries , except ...|grow a plant"
01411,การเลี้ยงโคนมและโคเนื้อ,การ|เลี้ยง|โคนม|และ|โคเนื้อ,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์โคนมและโคเนื้อ การผลิตน้ำนมดิบ จากโคนม รวมถึงการผลิตน้ำเชื้อของสัตว์ดังกล่าว แต่ไม่รวมถึง กระบวนการผลิตนม ดูหมู่ย่อย 1050,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|โคนม|และ|โคเนื้อ| |การผลิต|น้ำนม|ดิบ| |จาก|โคนม| |รวมถึง|การผลิต|น้ำเชื้อ|ของ|สัตว์|ดังกล่าว| |แต่|ไม่|รวมถึง| |กระบวนการผลิต|นม| |ดู|หมู่|ย่อย| |1050,dairy and cow cattle,"the breeding and breeding of milk and cow ’ s milk and cow ’ s milk production include the production of sperm from milk milk and the production of its sperm , but not including the production of lafrost .",เพาะพันธุ์|กระบวนการผลิตนม|ผสมพันธุ์โคนม|สัตว์ดังกล่าว|โคเนื้อ|การผลิตน้ำนมดิบ|โคนม|การผลิตน้ำเชื้อ,breed|the processing of milk|breed a dairy cow|such an animal .|- beef cattle .|manufacture of raw milk|dairy cattle|manufacture of sperm
01412,การเลี้ยงกระบือนมและกระบือเนื้อ,การ|เลี้ยง|กระบือ|นม|และ|กระบือ|เนื้อ,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์กระบือนมและกระบือเนื้อ การผลิต น้ำนมดิบจากกระบือนม รวมถึงการผลิตน้ำเชื้อสัตว์ดังกล่าว แต่ไม่รวมถึง กระบวนการผลิตนม ดูหมู่ย่อย 1050,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|กระบือ|นม|และ|กระบือ|เนื้อ| |การผลิต| |น้ำนม|ดิบ|จาก|กระบือ|นม| |รวมถึง|การผลิต|น้ำเชื้อ|สัตว์|ดังกล่าว| |แต่|ไม่|รวมถึง| |กระบวนการผลิต|นม| |ดู|หมู่|ย่อย| |1050,raising of buffalo milk and buffalo,raising of the breeding and breeding of buffalo milk and buffalo meat production of raw milk from buffalo milk and the production of sperm sperm and the production of their sperm include not as much as the body of lagri with lagri,เพาะพันธุ์|กระบวนการผลิตนม|ผสมพันธุ์กระบือนม|การผลิตน้ำเชื้อสัตว์|กระบือเนื้อ|การผลิต|น้ำนมดิบ|กระบือนม,breed|the processing of milk|breed buffalo milk|manufacture of sperm animals|buffalo meat|manufacture of|raw milk|buffalo milk
01419,การเลี้ยงโคและกระบือเพื่อวัตถุประสงค์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|เลี้ยง|โค|และ|กระบือ|เพื่อ|วัตถุประสงค์|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การเลี้ยง การเพาะพันธุ์ และการผสมพันธุ์โคและกระบือเพื่อการอนุรักษ์ การท่องเที่ยวและการกีฬา รวมถึงการผลิตน้ำเชื้อของโคและกระบือเพื่อ วัตถุประสงค์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|เลี้ยง| |การ|เพาะพันธุ์| |และ|การ|ผสมพันธุ์|โค|และ|กระบือ|เพื่อ|การอนุรักษ์| |การท่องเที่ยว|และ|การกีฬา| |รวมถึง|การผลิต|น้ำเชื้อ|ของ|โค|และ|กระบือ|เพื่อ| |วัตถุประสงค์|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,raising of cows and buffaloes for other purposes is not elsewhere classified .,raising of breeding and breeding and buffalo for conservation of tourism and sports and the production of sperm and buffalo for other purposes is not elsewhere classified,กระบือ|เพาะพันธุ์|จัดประเภทไว้|การกีฬา,buffaloes|breed|sort out|sports .
01420,การเลี้ยงม้า ลา ล่อ ม้าล่อและสัตว์อื่น ๆ ที่คล้ายม้า,การ|เลี้ยง|ม้า| |ลา| |ล่อ| |ม้าล่อ|และ|สัตว์|อื่น| |ๆ| |ที่|คล้าย|ม้า,การเลี้ยงและการเพาะพันธุ์ม้า ลา ล่อ ม้าล่อ และสัตว์อื่น ๆ ที่คล้ายม้า แต่ไม่รวมถึง การดำเนินงานเกี่ยวกับคอกม้าแข่งและม้าสำหรับขี่ ดูหมู่ย่อย 9319,การ|เลี้ยง|และ|การ|เพาะพันธุ์|ม้า| |ลา| |ล่อ| |ม้าล่อ| |และ|สัตว์|อื่น| |ๆ| |ที่|คล้าย|ม้า| |แต่|ไม่|รวมถึง| |การ|ดำเนินงาน|เกี่ยวกับ|คอก|ม้าแข่ง|และ|ม้า|สำหรับ|ขี่| |ดู|หมู่|ย่อย| |9319,"raising of horses , mules , and other creatures of horses","and the wild horses , and the mules , and other beasts like horses ; but they did not perform the work of the corhorses , and horses , with which they rode ; and with that which was with him , and with a great slaughter .",เพาะพันธุ์ม้า|ขี่|ลา|ม้า|ล่อ|ม้าล่อ|สัตว์อื่น|คล้ายม้า|ดำเนินงานเกี่ยวกับคอก|ม้าแข่ง,breed a horse|ride .|goodbye .|a horse .|a mule .|a mule .|other animals .|like a horse|carry out a work on a stable|a race horse
01430,การเลี้ยงอูฐที่มีโหนกเดียวและอูฐที่มีสองโหนก,การ|เลี้ยง|อูฐ|ที่|มี|โหนก|เดียว|และ|อูฐ|ที่|มี|สอง|โหนก,การเลี้ยงและเพาะพันธุ์อูฐที่มีโหนกเดียวและอูฐที่มีสองโหนก,การ|เลี้ยง|และ|เพาะพันธุ์|อูฐ|ที่|มี|โหนก|เดียว|และ|อูฐ|ที่|มี|สอง|โหนก,raising of camels and camelids,raising and breeding of camels and camelids,เพาะพันธุ์อูฐ|อูฐ|มีโหนก,breed camels|a camel ?|there &apos;s a hump .
01441,การเลี้ยงแกะ,การ|เลี้ยง|แกะ,การเลี้ยง การเพาะพันธุ์การผสมพันธุ์การผลิตน้ำนมดิบ และการผลิตขนแกะหยาบ แต่ไม่รวมถึง การตัดขนแกะ โดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง ดูกิจกรรม 01629 การผลิตขนแกะซึ่งเป็นผลพลอยได้จากการฆ่าแกะ ดูกิจกรรม 10111 กระบวนการผลิตนม ดูหมู่ย่อย 1050,การ|เลี้ยง| |การ|เพาะพันธุ์|การ|ผสมพันธุ์|การผลิต|น้ำนม|ดิบ| |และ|การผลิต|ขน|แกะ|หยาบ| |แต่|ไม่|รวมถึง| |การ|ตัด|ขน|แกะ| |โดย|ได้รับ|ค่าตอบแทน|หรือ|ตาม|สัญญาจ้าง| |ดู|กิจกรรม| |01629| |การผลิต|ขน|แกะ|ซึ่ง|เป็น|ผลพลอยได้|จาก|การ|ฆ่า|แกะ| |ดู|กิจกรรม| |10111| |กระบวนการผลิต|นม| |ดู|หมู่|ย่อย| |1050,raising of sheep,"the breeding , the breeding , the production of raw milk and not the production of sheep not included on a fee or a fee basis but also saw the activities of lagri , the production of the sheep , the spoils of the slaughter of the sheep .",ดูกิจกรรม|การผลิตขนแกะ|เพาะพันธุ์|กระบวนการผลิตนม|ผสมพันธุ์การผลิตน้ำนม,watch the activity|manufacture of wool|breed|the processing of milk|breeding of milk
01442,การเลี้ยงแพะ,การ|เลี้ยง|แพะ,การเลี้ยง การเพาะพันธุ์การผสมพันธุ์และการผลิตน้ำนมดิบที่ได้จากแพะ แต่ไม่รวมถึง กระบวนการผลิตนม ดูหมู่ย่อย 1050,การ|เลี้ยง| |การ|เพาะพันธุ์|การ|ผสมพันธุ์|และ|การผลิต|น้ำนม|ดิบ|ที่|ได้|จาก|แพะ| |แต่|ไม่|รวมถึง| |กระบวนการผลิต|นม| |ดู|หมู่|ย่อย| |1050,goat ’ s farming,"the breeding , breeding , breeding , breeding , and production of raw milk produced from the goats , not including the production of milk .",เพาะพันธุ์|กระบวนการผลิตนม|ผสมพันธุ์|แพะ|การผลิตน้ำนมดิบ,breed|the processing of milk|mate ?|goat .|manufacture of raw milk
01450,การเลี้ยงสุกร,การ|เลี้ยง|สุกร,การเลี้ยงและการเพาะพันธุ์สุกร,การ|เลี้ยง|และ|การ|เพาะพันธุ์|สุกร,raising of swine,raising and breeding of swine,เลี้ยง|เพาะพันธุ์สุกร,raise him .|breed swine
01461,การเลี้ยงไก่ไข่,การ|เลี้ยง|ไก่|ไข่,การเลี้ยง การเพาะพันธุ์ การผสมพันธุ์ไก่ไข่ การดำเนินงานเกี่ยวกับโรงฟักไข่ และการผลิตไข่ไก่สด แต่ไม่รวมถึง การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์ไก่งวง ไก่ชน ไก่ต๊อกไก่แจ้ ดูกิจกรรม 01469,การ|เลี้ยง| |การ|เพาะพันธุ์| |การ|ผสมพันธุ์|ไก่|ไข่| |การ|ดำเนินงาน|เกี่ยวกับ|โรง|ฟักไข่| |และ|การผลิต|ไข่ไก่|สด| |แต่|ไม่|รวมถึง| |การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|ไก่งวง| |ไก่ชน| |ไก่|ต๊อก|ไก่แจ้| |ดู|กิจกรรม| |01469,raising of chickens and eggs,"raising of the breeding of chickens , eggs , eggs , eggs , eggs , eggs , eggs production , but not the raising of breeding and breeding of poultry , poultry , fowl , bird , bird figure , donkey , donkey , etc .",เพาะพันธุ์|ไก่ต๊อกไก่แจ้|ไก่ชน|ฟักไข่,"breed|dduk hen , cuckoo .|game cock|incubate eggs"
01462,การเลี้ยงไก่เนื้อ,การ|เลี้ยง|ไก่|เนื้อ,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์ไก่เนื้อ แต่ไม่รวมถึง การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์ไก่งวง ไก่ชน ไก่ต๊อกไก่แจ้ ดูกิจกรรม 01469,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|ไก่|เนื้อ| |แต่|ไม่|รวมถึง| |การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|ไก่งวง| |ไก่ชน| |ไก่|ต๊อก|ไก่แจ้| |ดู|กิจกรรม| |01469,the treat of chicken meat,"breeding and breeding and breeding of poultry , but not including raising of breeding and breeding , turkey , banked , banked , banked , bandy , and bay .",เพาะพันธุ์|ไก่ต๊อกไก่แจ้|ไก่ชน,"breed|dduk hen , cuckoo .|game cock"
01463,การเลี้ยงเป็ด,การ|เลี้ยง|เป็ด,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์เป็ดไข่ เป็ดเนื้อ เป็ดเทศ การดำเนินงาน เกี่ยวกับโรงฟักไข่เป็ด การผลิตไข่เป็ด,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|เป็ด|ไข่| |เป็ด|เนื้อ| |เป็ดเทศ| |การ|ดำเนินงาน| |เกี่ยวกับ|โรง|ฟักไข่|เป็ด| |การผลิต|ไข่|เป็ด,raising of ducks,raising of breeding and breeding of poultry and poultry : poultry and duck meat is a work of poultry eggs hatchling,เพาะพันธุ์|เป็ด|ผสมพันธุ์เป็ดไข่|เกี่ยวกับโรงฟักไข่|เป็ดเนื้อ|เป็ดเทศ|ดำเนินงาน,breed|duck !|breed an egg duck|about the incubators .|a meat duck|it &apos;s a good day .|carry out a task
