code,title,title_tokenized,description,description_tokenized,title_en,description_en,kw,kw_en
01469,การเลี้ยงสัตว์ปีกอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|เลี้ยง|สัตว์ปีก|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์ รวมถึงการดำเนินงานเกี่ยวกับ โรงฟักไข่ สัตว์ปีกอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น การเลี้ยง การเพาะพันธุ์ และการผสมพันธุ์ไก่พื้นเมือง เช่น ไก่ต๊อกไก่แจ้ไก่ชน ไก่อูไก่ตะเภา ไก่เบตง ไก่งวง ห่าน และการผลิตไข่ของสัตว์ดังกล่าว แต่ไม่รวมถึง การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์ไก่ไข่และไก่เนื้อ ดูกิจกรรม 01461 และ 01462 การผลิตขนแข็งหรือขนอ่อน ซึ่งเป็นผลิตภัณฑ์พลอยได้จากการฆ่าสัตว์ปีก ดูกิจกรรม 10120,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์| |รวมถึง|การ|ดำเนินงาน|เกี่ยวกับ| |โรง|ฟักไข่| |สัตว์ปีก|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น| |การ|เลี้ยง| |การ|เพาะพันธุ์| |และ|การ|ผสมพันธุ์|ไก่|พื้นเมือง| |เช่น| |ไก่|ต๊อก|ไก่แจ้|ไก่ชน| |ไก่อู|ไก่|ตะเภา| |ไก่|เบตง| |ไก่งวง| |ห่าน| |และ|การผลิต|ไข่|ของ|สัตว์|ดังกล่าว| |แต่|ไม่|รวมถึง| |การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|ไก่|ไข่|และ|ไก่|เนื้อ| |ดู|กิจกรรม| |01461| |และ| |01462| |การผลิต|ขน|แข็ง|หรือ|ขนอ่อน| |ซึ่ง|เป็น|ผลิตภัณฑ์|พลอย|ได้|จาก|การ|ฆ่า|สัตว์ปีก| |ดู|กิจกรรม| |10120,raising of other poultry not elsewhere classified,"the breeding and breeding of other poultry eggs and eggs includes not classified elsewhere : breeding and breeding of aborigines such as chicken birds as well as chicken birds , chicken guinea fowl , and the production of the wild chicken , and the breeding of the wild beast , and the breeding of the wild beast , and the rearing of the wild beast , and the rearing of the wild beast .",เพาะพันธุ์|ดูกิจกรรม|เลี้ยง|โรงฟักไข่|สัตว์ปีกอื่น|ไก่ต๊อกไก่แจ้|ไก่ชน|ไก่อูไก่ตะเภา|ไก่เบตง|ไก่งวง|ห่าน|ขนอ่อน,"breed|watch the activity|raise him .|incubators|another bird|dduk hen , cuckoo .|game cock|guinea hen ’ s guinea hen boat|beong chicken|turkey .|goose !|floss is weak ."
01491,การเลี้ยงนกกระจอกเทศและนกอีม,การ|เลี้ยง|นกกระจอกเทศ|และ|นก|อี|ม,การเลี้ยง การเพาะพันธุ์และการผสมพันธุ์รวมถึง การดำเนินงานเกี่ยวกับโรงฟักไข่ นกกระจอกเทศและนกอีมู การผลิตผลิตภัณฑ์จากเนื้อ หนังและขน นกกระจอกเทศ และนกอีมูที่ดำเนินการภายในฟาร์ม,การ|เลี้ยง| |การ|เพาะพันธุ์|และ|การ|ผสมพันธุ์|รวมถึง| |การ|ดำเนินงาน|เกี่ยวกับ|โรง|ฟักไข่| |นกกระจอกเทศ|และ|นก|อีมู| |การผลิต|ผลิตภัณฑ์|จาก|เนื้อ| |หนัง|และ|ขน| |นกกระจอกเทศ| |และ|นก|อีมู|ที่|ดำเนินการ|ภายใน|ฟาร์ม,ostriches and birds,raising of breeding and breeding and operation of ostrich eggs and emu production of meat fur and ostrich eggs carried on the farm,นกอีมู|นกกระจอกเทศ|เพาะพันธุ์|ดำเนินการ|ผสมพันธุ์รวมถึง,"emu|ostrich !|breed|carry out|mate , including ..."
01492,การเลี้ยงไหม ผีเสื้อและแมลง,การ|เลี้ยง|ไหม| |ผีเสื้อ|และ|แมลง,การเลี้ยง และการขยายพันธุ์ไหม ผีเสื้อและแมลง การผลิตไข่ไหม รังไหมดิบ รวมถึงการปลูกต้นหม่อนเพื่อเลี้ยงไหม แต่ไม่รวมถึง การปลูกหม่อนเพื่อใช้ทำเครื่องดื่ม ดูกิจกรรม 01279 การแปรรูปไหมที่ไม่ได้ดำเนินการต่อเนื่องจากการเลี้ยงไหม ดูหมวดย่อย 13,การ|เลี้ยง| |และ|การ|ขยายพันธุ์|ไหม| |ผีเสื้อ|และ|แมลง| |การผลิต|ไข่|ไหม| |รัง|ไหม|ดิบ| |รวมถึง|การ|ปลูก|ต้น|หม่อน|เพื่อ|เลี้ยง|ไหม| |แต่|ไม่|รวมถึง| |การ|ปลูก|หม่อน|เพื่อ|ใช้|ทำ|เครื่องดื่ม| |ดู|กิจกรรม| |01279| |การ|แปรรูป|ไหม|ที่|ไม่|ได้|ดำเนิน|การต่อเนื่อง|จาก|การ|เลี้ยง|ไหม| |ดู|หมวด|ย่อย| |13,raising of butterflies and insects,"the raising and breeding of silk , butterflies , silk , silk , cocoons , and the cultivation of mulberry trees , but not the growing of mulberry trees , to make a drink , to see the activity of lamusky .",เลี้ยง|แมลง|การผลิตไข่|รัง|ดูกิจกรรม,raise him .|bugs .|manufacture of eggs|nest .|watch the activity
01493,การเลี้ยงผึ้ง,การ|เลี้ยง|ผึ้ง,การเลี้ยง และการขยายพันธุ์ผึ้ง การผลิตน้ำผึ้ง ขี้ผึ้ง และผลิตภัณฑ์พลอยได้ จากการเลี้ยงผึ้ง แต่ไม่รวมถึง การผลิตน้ำผึ้งแท้ที่ผ่านกระบวนการแปรรูป เช่น ผ่านการฆ่าเชื้อ ซึ่งมิได้ดำเนินการต่อเนื่องจากการเลี้ยงผึ้ง ดูกิจกรรม 10779,การ|เลี้ยง| |และ|การ|ขยายพันธุ์|ผึ้ง| |การผลิต|น้ำผึ้ง| |ขี้ผึ้ง| |และ|ผลิตภัณฑ์|พลอย|ได้| |จาก|การ|เลี้ยง|ผึ้ง| |แต่|ไม่|รวมถึง| |การผลิต|น้ำผึ้ง|แท้|ที่|ผ่าน|กระบวนการ|แปรรูป| |เช่น| |ผ่าน|การ|ฆ่าเชื้อ| |ซึ่ง|มิได้|ดำเนิน|การต่อเนื่อง|จาก|การ|เลี้ยง|ผึ้ง| |ดู|กิจกรรม| |10779,raising of bees,"raising and breeding of bees , honey , wax and gem products , but not the production of true honey processed such as disinfection , which has not been carried out by the time of the sale of bees , including the mukhloma activities .",เลี้ยงผึ้ง|ขยายพันธุ์ผึ้ง|การผลิตน้ำผึ้ง,raise a bee|breed bees|manufacture of honey
01494,การเลี้ยงนกนางแอ่น,การ|เลี้ยง|นก|นางแอ่น,การเลี้ยง และการขยายพันธุ์นกนางแอ่น การดำเนินกิจการของบ้านหรือคอนโด เพื่อเลี้ยงนกนางแอ่น การผลิตผลิตภัณฑ์ที่ได้จากการเลี้ยงนกนางแอ่น เช่น รังนกดิบ แต่ไม่รวมถึง การผลิตรังนก ที่นำมาตกแต่ง ทำความสะอาดและบรรจุภาชนะ เช่น รังนกแห้ง รังนกกึ่งสำเร็จรูป รังนกสดพร้อมปรุง ดูกิจกรรม 10134 การผลิตเครื่องดื่มรังนกสำเร็จรูป ดูกิจกรรม 10799,การ|เลี้ยง| |และ|การ|ขยายพันธุ์|นก|นางแอ่น| |การ|ดำเนินกิจการ|ของ|บ้าน|หรือ|คอนโด| |เพื่อ|เลี้ยง|นก|นางแอ่น| |การผลิต|ผลิตภัณฑ์|ที่|ได้|จาก|การ|เลี้ยง|นก|นางแอ่น| |เช่น| |รังนก|ดิบ| |แต่|ไม่|รวมถึง| |การผลิต|รังนก| |ที่|นำมา|ตกแต่ง| |ทำความสะอาด|และ|บรรจุ|ภาชนะ| |เช่น| |รังนก|แห้ง| |รังนก|กึ่ง|สำเร็จรูป| |รังนก|สด|พร้อม|ปรุง| |ดู|กิจกรรม| |10134| |การผลิต|เครื่องดื่ม|รังนก|สำเร็จรูป| |ดู|กิจกรรม| |10799,the feeding of swallows,"and the breeding of swallows , the operating of houses , or the condos , to feed the swallow , the making of the swallow , the making of the swallow , but not the making of a bird &apos;s nest , nor the making of a bird &apos;s nest , nor the making of a well-made bird , such as a bird &apos;s nest , a bird &apos;s nest , or a bird &apos;s nest , or a bird , or a bird , or a bird , or a gook , or a poring , or a poring of poring .",สำเร็จรูป|เลี้ยงนกนางแอ่น|ขยายพันธุ์นกนางแอ่น|ดูกิจกรรม|ดำเนินกิจการ|นำมาตกแต่ง|ทำความสะอาด|บรรจุภาชนะ,off the peg|keep a swallow|breed swallows|watch the activity|run a business|bring in the decorations|clean up .|pack a container
01495,การทำฟาร์มง,การทำฟาร์ม|ง,การเลี้ยง การผสมพันธุ์และการผลิตผลิตภัณฑ์จากเนื้อหรือหนังงูจากฟาร์มเลี้ยง,การ|เลี้ยง| |การ|ผสมพันธุ์|และ|การผลิต|ผลิตภัณฑ์|จาก|เนื้อ|หรือ|หนัง|งู|จาก|ฟาร์ม|เลี้ยง,farming .,breeding and production of dairy products or hides from farms,ผสมพันธุ์|หนังงู|การผลิตผลิตภัณฑ์|เนื้อ,mate ?|snake skin|manufacture of products|meat .
01496,การทำฟาร์มสัตว์เลี้ยง ยกเว้น สัตว์น้ำ,การทำฟาร์ม|สัตว์เลี้ยง| |ยกเว้น| |สัตว์น้ำ,การเลี้ยง รวมถึงการคัดสายพันธุ์การเพาะพันธุ์และการผสมพันธุ์สัตว์เลี้ยง เช่น สุนัข แมว นก นกแก้วเล็ก นกหงส์หยก นกเขา นกกรงหัวจุก ฯลฯ หนูแฮมสเตอร์ และการทำฟาร์มสัตว์เลี้ยงอื่น ๆ แต่ไม่รวมถึง กิจกรรมการดูแลสัตว์เลี้ยง เช่น การฝึกสัตว์เลี้ยง การตัดแต่งขนสัตว์เลี้ยง ดูกิจกรรม 96302,การ|เลี้ยง| |รวมถึง|การ|คัด|สายพันธุ์|การ|เพาะพันธุ์|และ|การผสมพันธุ์สัตว์|เลี้ยง| |เช่น| |สุนัข| |แมว| |นก| |นกแก้ว|เล็ก| |นก|หงส์หยก| |นกเขา| |นก|กรง|หัวจุก| |ฯลฯ| |หนู|แฮมสเตอร์| |และ|การทำฟาร์ม|สัตว์เลี้ยง|อื่น| |ๆ| |แต่|ไม่|รวมถึง| |กิจ|กรรมการ|ดูแล|สัตว์เลี้ยง| |เช่น| |การ|ฝึก|สัตว์เลี้ยง| |การ|ตัดแต่ง|ขน|สัตว์เลี้ยง| |ดู|กิจกรรม| |96302,farming except on the run,"the raising includes the selection of species breeding and breeding of animals such as cats cats cats parakeets birds parakeets birds , parakeets , mice birds , mice birds , mice birds , mice , and other animals , and farming activities as well as pet grooming animals , including wild animals , etc . , etc .",คัดสายพันธุ์|ตัดแต่งขนสัตว์เลี้ยง|เพาะพันธุ์|ฝึกสัตว์เลี้ยง|การผสมพันธุ์สัตว์เลี้ยง|สุนัข|แมว|นก|นกแก้วเล็ก|นกหงส์หยก|นกเขา|นกกรงหัวจุก|แฮมสเตอร์|การทำฟาร์มสัตว์เลี้ยง|กิจกรรมการดูแล|สัตว์เลี้ยง,"rule out a species|trim the animals|breed|train a pet|breeding|a dog .|cats !|birds .|a small parrot .|the parakeets|dove !|- a bird , a poop head .|a hamster ?|farming .|activities of oversight|pets ?"
01499,การเลี้ยงสัตว์ประเภทอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|เลี้ยงสัตว์|ประเภท|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การเลี้ยงและการเพาะพันธุ์สัตว์กึ่งสัตว์เลี้ยง กระต่ายและสัตว์มีขนประเภทอื่น ๆ นกกระทาและนกอื่น ๆ ยกเว้น นกที่เป็นสัตว์เลี้ยงและนกนางแอ่น การทำฟาร์ม ไส้เดือน ทาก หอย ที่อาศัยบนบก การเลี้ยงและการผสมพันธุ์สัตว์ล่า การเลี้ยงสัตว์ประเภทอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น แต่ไม่รวมถึง การเลี้ยงนกนางแอ่น ดูกิจกรรม 01494 การผลิตหนังขนสัตว์ที่ได้จากการล่าสัตว์และการดักสัตว์ดูกิจกรรม 01700 การเพาะเลี้ยงเม่นทะเล กบ จระเข้ดูหมู่ย่อย 0321 และ 0322 การเพาะเลี้ยงสัตว์น้ำ ดูหมู่ย่อย 0321 และ 0322,การ|เลี้ยง|และ|การ|เพาะพันธุ์|สัตว์|กึ่ง|สัตว์เลี้ยง| |กระต่าย|และ|สัตว์|มี|ขน|ประเภท|อื่น| |ๆ| |นก|กระทา|และ|นก|อื่น| |ๆ| |ยกเว้น| |นก|ที่|เป็น|สัตว์เลี้ยง|และ|นก|นางแอ่น| |การทำฟาร์ม| |ไส้เดือน| |ทาก| |หอย| |ที่|อาศัย|บน|บก| |การ|เลี้ยง|และ|การผสมพันธุ์สัตว์|ล่า| |การ|เลี้ยงสัตว์|ประเภท|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น| |แต่|ไม่|รวมถึง| |การ|เลี้ยง|นก|นางแอ่น| |ดู|กิจกรรม| |01494| |การผลิต|หนัง|ขนสัตว์|ที่|ได้|จาก|การล่าสัตว์|และ|การ|ดัก|สัตว์|ดู|กิจกรรม| |01700| |การ|เพาะเลี้ยง|เม่นทะเล| |กบ| |จระเข้|ดู|หมู่|ย่อย| |0321| |และ| |0322| |การ|เพาะเลี้ยงสัตว์น้ำ| |ดู|หมู่|ย่อย| |0321| |และ| |0322,other types of raising n.e.c,"and of breeding and breeding of semi-livestock , and of birds , and of birds , and of birds , and of birds , and of birds , as well as birds , and as birds , and as birds , and as well as birds , and as birds that live on the surface of the earth , and as well as the conservation of nature , not only of other types of animals , but also the movement of wild animals , and also the slaughter of wild beasts and wild beasts and wild beasts .",เลี้ยง|เพาะเลี้ยงสัตว์น้ำ|จระเข้ดูหมู่|กระต่าย|สัตว์มี|ขนประเภท|นกกระทา|นกอื่น|ยกเว้น|นก|เป็นสัตว์เลี้ยง|นกนางแอ่น|การทำฟาร์ม|ไส้เดือน|ทาก|หอย|จัดประเภทไว้|ที่อื่น|เลี้ยงนกนางแอ่น|ดูกิจกรรม|การผลิตหนังขนสัตว์|การล่าสัตว์|ดักสัตว์ดู|กิจกรรม|เพาะเลี้ยงเม่นทะเล|กบ,raise him .|aquaculture|alligators !|a rabbit .|animals have ...|hair type|quail|another bird .|except ...|birds .|be a pet|swallows !|farming .|worms .|a slug .|oysters .|sort out|somewhere else .|keep a swallow|watch the activity|production of fur skins|hunting .|- trap the animals .|activities|eating sea urchin|frogs .
01500,การทำฟาร์มผสมผสาน,การทำฟาร์ม|ผสมผสาน,การผสมผสานระหว่างการเพาะปลูกและการเลี้ยงสัตว์เข้าด้วยกันโดยไม่เจาะจง ว่าจะเป็นการปลูกพืชผลหรือเลี้ยงสัตว์ประเภทใดเป็นพิเศษ ขนาดของ การดำเนินงานโดยรวมของฟาร์มดังกล่าวนี้ มิใช่ปัจจัยกำหนดลักษณะของฟาร์ม แต่ถ้าการผลิตพืชผลหรือสัตว์ในหมู่นี้มีปริมาณเกินกว่าร้อยละ 66 ของมาตรฐาน การผลิตโดยรวมแล้วกิจกรรมนี้จะไม่จัดไว้ในหมู่ย่อยนี้แต่จะจัดไว้ในหมู่ย่อย ของการเพาะปลูกพืชผลหรือการเลี้ยงสัตว์แยกออกมาโดยเฉพาะ แต่ไม่รวมถึง การปลูกพืชผสมผสาน ดูหมู่ใหญ่ 011และ 012 การเลี้ยงปศุสัตว์ผสมผสาน ดูหมู่ใหญ่014,การ|ผสมผสาน|ระหว่าง|การ|เพาะปลูก|และ|การ|เลี้ยงสัตว์|เข้าด้วยกัน|โดย|ไม่|เจาะจง| |ว่า|จะ|เป็นการ|ปลูก|พืชผล|หรือ|เลี้ยงสัตว์|ประเภท|ใด|เป็นพิเศษ| |ขนาด|ของ| |การ|ดำเนินงาน|โดยรวม|ของ|ฟาร์ม|ดังกล่าว|นี้| |มิใช่|ปัจจัย|กำหนด|ลักษณะ|ของ|ฟาร์ม| |แต่|ถ้า|การผลิต|พืชผล|หรือ|สัตว์|ใน|หมู่นี้|มี|ปริมาณ|เกิน|กว่า|ร้อยละ| |66| |ของ|มาตรฐาน| |การผลิต|โดยรวม|แล้ว|กิจกรรม|นี้|จะ|ไม่|จัด|ไว้|ใน|หมู่|ย่อย|นี้|แต่|จะ|จัด|ไว้|ใน|หมู่|ย่อย| |ของ|การ|เพาะปลูก|พืชผล|หรือ|การ|เลี้ยงสัตว์|แยก|ออกมา|โดยเฉพาะ| |แต่|ไม่|รวมถึง| |การ|ปลูก|พืช|ผสมผสาน| |ดู|หมู่|ใหญ่| |011|และ| |012| |การเลี้ยงปศุสัตว์|ผสมผสาน| |ดู|หมู่|ใหญ่|014,mixed farming,"whatever kind of farm production or production is not required to produce a specific type of farm , but if the production of crops has been more than % of the scale of the scale of the scale of the scale of the scale of the scale of the scale of the scale of the scale of the scale of the scale , then this activity will not be included in the crop , nor will it be included among the great crop .",หมู่ย่อย|ดูหมู่ใหญ่|เพาะปลูก|เลี้ยงสัตว์เข้าด้วยกัน|เจาะจง|เป็นการปลูกพืชผล|เลี้ยงสัตว์ประเภท|ใดเป็นพิเศษ|ขนาด|ดำเนินงานโดยรวม|ฟาร์มดังกล่าว|มิใช่ปัจจัยกำหนด|ลักษณะ|ฟาร์ม|การผลิตพืชผล|สัตว์|หมู่นี้มีปริมาณ|ร้อยละ|มาตรฐาน,subgroup|look at the big group .|grow a farm|feed one &apos; s animals together|specific .|it was a cultivation of crops .|keep a variety of animals|anything in particular ?|b4|carry out a general undertaking|the farm .|not a determining factor|look ...|a farm .|manufacture of crops|animals .|there has been a lot recently .|10 % .|standard
01611,การควบคุมแมลงและสัตว์ศัตรูพืช,การควบคุม|แมลง|และ|สัตว์|ศัตรูพืช,การควบคุมแมลงและสัตว์ศัตรูพืชซึ่งเกี่ยวข้องกับการเกษตร โดยได้รับค่าตอบแทน หรือตามสัญญาจ้าง การพ่นยาฆ่าแมลงและกำจัดวัชพืช รวมทั้งการฉีดพ่น ทางอากาศ และการรมยาเพื่อควบคุมกำจัดศัตรูพืช,การควบคุม|แมลง|และ|สัตว์|ศัตรูพืช|ซึ่ง|เกี่ยวข้อง|กับ|การเกษตร| |โดย|ได้รับ|ค่าตอบแทน| |หรือ|ตาม|สัญญาจ้าง| |การพ่น|ยาฆ่าแมลง|และ|กำจัด|วัชพืช| |รวมทั้ง|การ|ฉีด|พ่น| |ทางอากาศ| |และ|การ|รมยา|เพื่อ|ควบคุม|กำจัด|ศัตรูพืช,pest control,the control of insects and pests related to agriculture on a fee or contract of spraying and weeds including spraying and fussing over pests and pesticides,สัตว์ศัตรูพืช|รมยา|การเกษตร|ทางอากาศ|ได้รับค่าตอบแทน|สัญญาจ้าง|การพ่นยาฆ่าแมลง|กำจัดวัชพืช|ฉีดพ่น,pests|fumigated .|agriculture .|by air|be paid for|a contract fee|crop-dusting|weed out the weeds|spray out
01612,การดำเนินการเกี่ยวกับอุปกรณ์การให้น้ำและเครื่องมือชลประทานทางการเกษตร,การ|ดำเนินการ|เกี่ยวกับ|อุปกรณ์|การ|ให้น้ำ|และ|เครื่องมือ|ชลประทาน|ทาง|การเกษตร,กิจกรรมการดำเนินการเกี่ยวกับอุปกรณ์การให้น้ำและเครื่องมือชลประทาน ทางการเกษตร โดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง เช่น อุปกรณ์ให้น้ำ แบบฉีดฝอย สปริงเกอร์ อุปกรณ์ให้น้ำแบบน้ำหยดทั้งทางผิวดินและใต้ดิน,กิจ|กรรมการ|ดำเนินการ|เกี่ยวกับ|อุปกรณ์|การ|ให้น้ำ|และ|เครื่องมือ|ชลประทาน| |ทาง|การเกษตร| |โดย|ได้รับ|ค่าตอบแทน|หรือ|ตาม|สัญญาจ้าง| |เช่น| |อุปกรณ์|ให้น้ำ| |แบบ|ฉีด|ฝอย| |สปริง|เก|อร|์| |อุปกรณ์|ให้น้ำ|แบบ|น้ำ|หยด|ทั้ง|ทาง|ผิว|ดิน|และ|ใต้ดิน,operation of agricultural irrigation equipment and equipment,activities of water and irrigation equipment on a fee or contract basis such as water sprinklers and land and land and land water equipment,เกี่ยวกับอุปกรณ์|ทางผิวดิน|ให้น้ำ|หยด|เครื่องมือชลประทาน|ทางการเกษตร|ได้รับค่าตอบแทน|สัญญาจ้าง|อุปกรณ์ให้น้ำ|แบบฉีดฝอย|สปริงเกอร|อุปกรณ์ให้น้ำแบบน้ำ,about the device .|on the surface|water .|drops .|an irrigation equipment|in agriculture|be paid for|a contract fee|water supplies|- it &apos;s a squirt .|springer .|water water supplies
01619,กิจกรรมสนับสนุนการผลิตพืชผล ซึ่งมิได้จัดประเภทไว้ในที่อื่น,กิจกรรม|สนับสนุน|การผลิต|พืชผล| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,กิจกรรมทางการเกษตร โดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง การเตรียม พื้นที่เพาะปลูก การปลูก การให้ปุ๋ย การตัดแต่งกิ่งก้านต้นไม้ผลและไม้เถา การปักดำข้าวและกล้าหัวผักกาด การเก็บเกี่ยว การจัดหาเครื่องจักรกล ทางการเกษตรพร้อมผู้ควบคุมและคนงาน การดูแลรักษาที่ดินให้อยู่ในสภาพดี เพื่อการใช้งานทางการเกษตร แต่ไม่รวมถึง กิจกรรมของนักวิชาการเกษตรและนักเศรษฐศาสตร์การเกษตร ดูกิจกรรม 74902 กิจกรรมของนักภูมิสถาปัตยกรรม ดูกิจกรรม 71101 การจัดการแสดงผลผลิตทางการเกษตร ดูกิจกรรม 82302,กิจกรรม|ทาง|การเกษตร| |โดย|ได้รับ|ค่าตอบแทน|หรือ|ตาม|สัญญาจ้าง| |การ|เตรียม| |พื้นที่เพาะปลูก| |การ|ปลูก| |การ|ให้|ปุ๋ย| |การ|ตัดแต่ง|กิ่งก้าน|ต้นไม้|ผล|และ|ไม้|เถา| |การ|ปักดำ|ข้าว|และ|กล้า|หัวผักกาด| |การ|เก็บเกี่ยว| |การ|จัดหา|เครื่องจักรกล| |ทาง|การเกษตร|พร้อม|ผู้ควบคุม|และ|คนงาน| |การ|ดูแลรักษา|ที่ดิน|ให้|อยู่|ใน|สภาพ|ดี| |เพื่อ|การใช้งาน|ทาง|การเกษตร| |แต่|ไม่|รวมถึง| |กิจกรรม|ของ|นักวิชาการ|เกษตร|และ|นักเศรษฐศาสตร์|การเกษตร| |ดู|กิจกรรม| |74902| |กิจกรรม|ของ|นัก|ภูมิสถาปัตยกรรม| |ดู|กิจกรรม| |71101| |การ|จัด|การแสดง|ผลผลิต|ทาง|การเกษตร| |ดู|กิจกรรม| |82302,support activities for the manufacture of crops not elsewhere classified,agricultural activities on a fee or fee basis or on a fee basis or on a fee basis : planting and growing of growing crops and vines and planting and planting and planting and planting and planting and planting and cultivating agricultural products with those who care for the conditions of farm workers and those who care for the conditions of agriculture but not the activities of agriculture and the activities of agriculture and the part of an agricultural profession,ดูกิจกรรม|กิจกรรม|ได้รับค่าตอบแทน|สัญญาจ้าง|เตรียม|พื้นที่เพาะปลูก|ปลูก|ให้ปุ๋ย|ตัดแต่งกิ่งก้านต้นไม้ผล|ไม้เถา|ปักดำข้าว|กล้าหัวผักกาด|เก็บเกี่ยว|จัดหาเครื่องจักรกล|ทางการเกษตร|ผู้ควบคุม|คนงาน|ดูแลรักษาที่ดิน,watch the activity|activities|be paid for|a contract fee|stand by .|arable land|grow|give it the fertilizer .|trim the branches of a tree|- it &apos;s a vine .|trans-ship of rice|have a thick head of beet|harvest .|equip a machine|in agriculture|operator|a worker ?|maintain a land
